;G0;G3;HA4;Prozessgas;T24
6310;0,01810629575;0,0232111635;0,028251;0,06517;0,07639
6311;0,01614907025;0,02195151925;0,02471;0,112039;0,053846
6312;0,0170686655;0,022431588750000002;0,019287;0,108994;0,032967
6313;0,0149126395;0,022207132;0,021047;0,105472;0,032214
6314;0,01374438675;0,02245032;0,025981;0,107333;0,03116
6315;0,013818984;0,021228075;0,027309;0,111657;0,034923
6316;0,0164224685;0,020105540249999998;0,028601;0,132961;0,051482
6317;0,01865309175;0,0205296045;0,043124;0,15819;0,079029
6318;0,02018784875;0,023242319;0,057419;0,188254;0,090921
6319;0,0267991395;0,02554969925;0,063002;0,196219;0,083244
6320;0,04332717825;0,0305200325;0,052536;0,19929;0,078728
6321;0,052523257000000004;0,03303944525;0,046189;0,200333;0,07361
6322;0,053231587250000004;0,03340738;0,037764;0,198921;0,069847
6323;0,054859513;0,03489778675;0,03435;0,196131;0,066234
6324;0,051038231;0,03477316475;0,030886;0,194348;0,064729
6325;0,043470078499999995;0,033800164;0,028897;0,192398;0,062772
6326;0,04105922525;0,033251477749999994;0,025053;0,190863;0,060514
6327;0,04444557475;0,033295120250000004;0,024373;0,179727;0,060815
6328;0,04545223125;0,033207835;0,024027;0,174787;0,06232
6329;0,04460717075;0,033700454000000005;0,023293;0,162363;0,065632
